GAME_ID,MATCHUP,LOCATION,W,FINAL_MARGIN,SHOT_NUMBER,PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,SHOT_RESULT,CLOSEST_DEFENDER,CLOSEST_DEFENDER_PLAYER_ID,CLOSE_DEF_DIST,FGM,PTS,player_name,player_id
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,1,1,0:01,,4,3.4,41.6,3,missed,"Brooks, Aaron",201166,6,0,0,brian roberts,203148
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,2,2,8:55,11.4,2,2.2,13.5,2,missed,"Brooks, Aaron",201166,2.5,0,0,brian roberts,203148
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,3,2,6:38,11.4,11,12.6,12.9,2,missed,"Brooks, Aaron",201166,3.4,0,0,brian roberts,203148
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,4,2,0:06,,20,16.5,4.9,2,missed,"Gasol, Pau",2200,3.5,0,0,brian roberts,203148
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,5,4,11:50,13.2,1,1.5,10.8,2,missed,"Noah, Joakim",201149,5.7,0,0,brian roberts,203148
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,6,4,10:33,15.3,0,1.1,24.5,3,missed,"Hinrich, Kirk",2550,5.2,0,0,brian roberts,203148
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,7,4,9:46,6,0,0.9,22.1,3,made,"Brooks, Aaron",201166,6.7,1,3,brian roberts,203148
21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,8,4,7:24,14.8,12,8.3,12.1,2,missed,"Mirotic, Nikola",202703,4.4,0,0,brian roberts,203148
21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30,1,1,0:26,13.5,13,10.6,12.1,2,missed,"Bazemore, Kent",203145,2.2,0,0,brian roberts,203148
21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30,2,2,10:51,12.9,1,1.8,15.8,2,missed,"Horford, Al",201143,4.7,0,0,brian roberts,203148
21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30,3,2,8:18,12,6,5.1,13.7,2,missed,"Bazemore, Kent",203145,3.5,0,0,brian roberts,203148
21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30,4,2,0:34,13.6,0,0.8,25.3,3,missed,"Carroll, DeMarre",201960,3.7,0,0,brian roberts,203148
21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30,5,3,7:11,10,0,0.9,22.8,3,missed,"Carroll, DeMarre",201960,2.7,0,0,brian roberts,203148
21400237,"NOV 29, 2014 - CHA @ ATL",A,L,-30,6,3,5:07,15.8,6,5.4,18.3,2,missed,"Teague, Jeff",201952,5.3,0,0,brian roberts,203148
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,1,1,1:53,12.7,3,3.2,9.3,2,made,"Curry, Stephen",201939,3.3,1,2,brian roberts,203148
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,2,1,1:26,12,2,1.5,3.8,2,made,"Barnes, Harrison",203084,2.1,1,2,brian roberts,203148
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,3,2,11:06,13.6,0,0.7,20,2,made,"Rush, Brandon",201575,3.5,1,2,brian roberts,203148
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,4,2,8:43,17.9,5,4.7,25.6,3,made,"Barnes, Harrison",203084,5.7,1,3,brian roberts,203148
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,5,2,4:59,8.3,1,0.9,24.3,3,made,"Thompson, Klay",202691,5.7,1,3,brian roberts,203148
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,6,3,0:34,11.9,3,2.6,3.5,2,made,"Barnes, Harrison",203084,1.7,1,2,brian roberts,203148
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,7,4,10:50,15.1,2,3.6,20.4,2,made,"Speights, Marreese",201578,4.1,1,2,brian roberts,203148
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,8,4,9:14,17.4,1,1.3,24.7,3,missed,"Barnes, Harrison",203084,6.3,0,0,brian roberts,203148
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,9,4,6:39,12,2,2.6,2.6,2,missed,"Livingston, Shaun",2733,1.9,0,0,brian roberts,203148
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,10,4,4:39,11.1,0,0.9,25.1,3,missed,"Curry, Stephen",201939,6.3,0,0,brian roberts,203148
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,11,4,0:57,23.4,0,0.6,19.3,2,missed,"Iguodala, Andre",2738,11.2,0,0,brian roberts,203148
21400224,"NOV 28, 2014 - CHA vs. GSW",H,L,-5,12,4,0:19,17.5,8,6.6,5,2,made,"Green, Draymond",203110,3,1,2,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,1,1,2:44,16,1,1.3,15.2,2,made,"Blake, Steve",2581,2,1,2,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,2,1,0:29,10.8,0,0.8,24.6,3,made,"Crabbe, Allen",203459,5.1,1,3,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,3,2,9:55,17.4,6,7.1,14.9,2,made,"Blake, Steve",2581,2.4,1,2,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,4,2,8:56,11.8,2,1.9,5.5,2,made,"Kaman, Chris",2549,3.6,1,2,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,5,2,8:03,9.8,1,0.8,25,3,made,"Blake, Steve",2581,8.1,1,3,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,6,2,7:06,13.1,7,7.4,9.1,2,made,"Batum, Nicolas",201587,3.4,1,2,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,7,2,0:33,15.5,8,6.9,5.9,2,missed,"Aldridge, LaMarcus",200746,0.2,0,0,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,8,3,6:26,10.2,2,2.3,7.3,2,made,"Lillard, Damian",203081,2,1,2,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,10,3,4:23,7,2,2.9,19.6,2,missed,"Aldridge, LaMarcus",200746,4.4,0,0,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,11,3,2:17,11.6,1,3.3,17.5,2,missed,"Blake, Steve",2581,2.7,0,0,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,12,4,10:47,15.5,2,3,21.6,2,missed,"Kaman, Chris",2549,6.7,0,0,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,13,4,8:49,7.5,1,2.1,24.5,3,missed,"Freeland, Joel",200777,8.6,0,0,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,14,4,7:01,0.8,1,4,15.4,2,missed,"Lillard, Damian",203081,2.6,0,0,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,15,4,6:37,17.3,2,1.9,18,2,made,"Blake, Steve",2581,5.5,1,2,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,16,4,3:08,7.9,2,3,15.1,2,missed,"Matthews, Wesley",202083,2.4,0,0,brian roberts,203148
21400210,"NOV 26, 2014 - CHA vs. POR",H,L,-8,17,4,0:38,16.8,0,0.9,22.2,3,made,"Aldridge, LaMarcus",200746,10.3,1,3,brian roberts,203148
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,1,1,3:16,11.3,0,1,22.6,3,made,"Crawford, Jamal",2037,11,1,3,brian roberts,203148
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,2,2,10:22,9.6,2,1.8,6.8,2,made,"Davis, Glen",201175,1.8,1,2,brian roberts,203148
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,3,2,8:38,21.1,4,3.5,2.8,2,made,"Farmar, Jordan",200770,2.2,1,2,brian roberts,203148
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,4,3,3:08,8.3,0,1,25.7,3,missed,"Redick, JJ",200755,6.1,0,0,brian roberts,203148
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,5,3,2:35,6.4,2,2.5,20,2,made,"Redick, JJ",200755,5.1,1,2,brian roberts,203148
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,6,4,10:12,9.6,4,3.7,21.2,2,made,"Crawford, Jamal",2037,4.7,1,2,brian roberts,203148
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,7,4,8:03,9.8,1,1,25.2,3,missed,"Redick, JJ",200755,8.8,0,0,brian roberts,203148
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,8,4,5:11,16.5,0,0.9,25,3,missed,"Paul, Chris",101108,6.3,0,0,brian roberts,203148
21400198,"NOV 24, 2014 - CHA vs. LAC",H,L,-21,9,4,0:14,12.6,3,4.9,25.6,3,missed,"Griffin, Blake",201933,4.9,0,0,brian roberts,203148
21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,1,1,2:40,4.6,0,0.9,21.9,3,missed,"Napier, Shabazz",203894,4.2,0,0,brian roberts,203148
21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,2,1,0:00,,0,0.6,23.9,3,missed,"Napier, Shabazz",203894,3.6,0,0,brian roberts,203148
21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,3,2,5:24,9,2,2.2,11.5,2,missed,"Napier, Shabazz",203894,3.4,0,0,brian roberts,203148
21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,4,4,11:25,10.9,1,3,25.4,3,missed,"Napier, Shabazz",203894,5.2,0,0,brian roberts,203148
21400195,"NOV 23, 2014 - CHA @ MIA",A,L,-1,5,4,6:45,12.8,1,1.9,10.1,2,made,"Napier, Shabazz",203894,4.9,1,2,brian roberts,203148
21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5,1,1,0:55,9.9,1,1.9,21.7,2,made,"Payton, Elfrid",203901,4.4,1,2,brian roberts,203148
21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5,2,2,11:02,4.4,0,1.4,20.4,2,made,"Ridnour, Luke",2557,2.1,1,2,brian roberts,203148
21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5,3,2,6:31,4.5,0,0.7,22.1,3,missed,"Harris, Tobias",202699,5.2,0,0,brian roberts,203148
21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5,4,4,10:24,11.8,5,8,16.1,2,missed,"Green, Willie",2584,2.5,0,0,brian roberts,203148
21400172,"NOV 21, 2014 - CHA vs. ORL",H,L,-5,5,4,9:40,8.9,5,5.6,12.5,2,made,"Green, Willie",2584,2.7,1,2,brian roberts,203148
21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2,1,1,3:30,14.6,2,7.5,20.8,2,made,"Sloan, Donald",202388,6.5,1,2,brian roberts,203148
21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2,2,1,2:24,16.5,10,8.3,20.6,2,made,"Sloan, Donald",202388,3.4,1,2,brian roberts,203148
21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2,3,1,0:04,,0,0.8,24.8,3,made,"Stuckey, Rodney",201155,4.2,1,3,brian roberts,203148
21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2,4,2,1:37,19.2,0,0.9,25.8,3,missed,"Sloan, Donald",202388,5.7,0,0,brian roberts,203148
21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2,5,3,2:39,13.9,12,10.4,25.1,3,missed,"Stuckey, Rodney",201155,7.1,0,0,brian roberts,203148
21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2,6,4,9:56,16.6,7,6.4,20.9,2,made,"Stuckey, Rodney",201155,3.6,1,2,brian roberts,203148
21400160,"NOV 19, 2014 - CHA @ IND",A,L,-2,7,4,6:12,15.6,2,2.6,3.8,2,missed,"Allen, Lavoy",202730,1.9,0,0,brian roberts,203148
21400146,"NOV 17, 2014 - CHA vs. DAL",H,L,-27,1,2,10:14,16.4,0,0.7,23.9,3,missed,"Harris, Devin",2734,5,0,0,brian roberts,203148
21400146,"NOV 17, 2014 - CHA vs. DAL",H,L,-27,2,2,7:36,14.1,0,0.9,20.5,2,missed,"Harris, Devin",2734,3.9,0,0,brian roberts,203148
21400146,"NOV 17, 2014 - CHA vs. DAL",H,L,-27,3,4,4:38,16.1,8,7.5,22.4,2,missed,"Smith, Greg",202962,4.9,0,0,brian roberts,203148
21400146,"NOV 17, 2014 - CHA vs. DAL",H,L,-27,4,4,3:13,0.9,1,1.6,33.5,3,missed,"Villanueva, Charlie",101111,7.8,0,0,brian roberts,203148
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,1,1,0:09,4.5,18,17.1,20.6,2,missed,"Livingston, Shaun",2733,4.5,0,0,brian roberts,203148
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,2,2,10:16,16.9,5,5.1,9,2,missed,"Barbosa, Leandro",2571,2.9,0,0,brian roberts,203148
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,3,2,7:12,17,7,6.5,24.3,3,made,"Livingston, Shaun",2733,3.8,1,3,brian roberts,203148
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,4,2,5:44,6.3,2,2.4,19.3,2,missed,"Livingston, Shaun",2733,4.2,0,0,brian roberts,203148
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,5,4,10:26,14.8,9,8.9,25.1,3,made,"Barnes, Harrison",203084,5.5,1,3,brian roberts,203148
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,6,4,9:09,6.5,3,4.1,17.9,2,missed,"Barnes, Harrison",203084,4.8,0,0,brian roberts,203148
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,7,4,8:11,8.8,0,1.1,25.3,3,missed,"Livingston, Shaun",2733,3.7,0,0,brian roberts,203148
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,8,4,8:05,21.2,0,1.4,24.7,3,missed,"Barbosa, Leandro",2571,9.4,0,0,brian roberts,203148
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,9,4,3:10,18,6,7,14.1,2,made,"Kuzmic, Ognjen",203136,3.9,1,2,brian roberts,203148
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,10,4,2:10,13.3,1,3.4,18.6,2,made,"Livingston, Shaun",2733,2.7,1,2,brian roberts,203148
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,11,4,1:27,4,2,2.1,11.7,2,made,"Livingston, Shaun",2733,0.7,1,2,brian roberts,203148
21400140,"NOV 15, 2014 - CHA @ GSW",A,L,-25,12,4,0:23,13.7,12,10.4,15.2,2,made,"Livingston, Shaun",2733,3.7,1,2,brian roberts,203148
21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8,1,1,1:27,14.6,0,0.8,19.2,2,missed,"Bledsoe, Eric",202339,3.5,0,0,brian roberts,203148
21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8,2,1,0:28,14.8,11,9.2,18.1,2,missed,"Thomas, Isaiah",202738,2.7,0,0,brian roberts,203148
21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8,3,1,0:05,3.6,0,1,21.1,2,made,"Bledsoe, Eric",202339,5.9,1,2,brian roberts,203148
21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8,4,2,11:04,21,0,0.9,24.1,3,made,"Tucker, PJ",200782,8.8,1,3,brian roberts,203148
21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8,5,2,7:30,11,0,0.7,22.8,3,missed,"Tucker, PJ",200782,5.6,0,0,brian roberts,203148
21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8,6,2,6:44,21.2,3,3.1,1,2,missed,"Len, Alex",203458,1.6,0,0,brian roberts,203148
21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8,7,3,0:41,17.1,8,6.5,10.8,2,missed,"Len, Alex",203458,1.9,0,0,brian roberts,203148
21400130,"NOV 14, 2014 - CHA @ PHX",A,W,8,8,3,0:05,3.6,23,20.4,19.3,2,made,"Thomas, Isaiah",202738,2.8,1,2,brian roberts,203148
21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,1,2,10:43,14.2,0,0.8,17.9,2,missed,"Blake, Steve",2581,4.4,0,0,brian roberts,203148
21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,2,2,9:33,19,0,0.8,23.8,3,made,"Blake, Steve",2581,8.4,1,3,brian roberts,203148
21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,3,2,9:02,15.5,5,6,11.7,2,made,"Blake, Steve",2581,1.8,1,2,brian roberts,203148
21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,4,2,7:40,16,2,2.9,6.9,2,made,"Lillard, Damian",203081,2.2,1,2,brian roberts,203148
21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,5,2,5:58,14.2,11,10.2,11.1,2,missed,"Lillard, Damian",203081,1.2,0,0,brian roberts,203148
21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,6,4,10:17,11.3,3,3.7,15.3,2,missed,"Blake, Steve",2581,1.3,0,0,brian roberts,203148
21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,7,4,8:31,10.4,0,0.8,24.3,3,made,"Blake, Steve",2581,4.2,1,3,brian roberts,203148
21400097,"NOV 09, 2014 - CHA @ LAL",A,L,-15,1,2,9:36,5,0,0.7,22.3,3,missed,"Davis, Ed",202334,4.5,0,0,brian roberts,203148
21400097,"NOV 09, 2014 - CHA @ LAL",A,L,-15,2,2,8:54,19.3,0,1.2,25.5,3,missed,"Henry, Xavier",202333,5.5,0,0,brian roberts,203148
21400097,"NOV 09, 2014 - CHA @ LAL",A,L,-15,3,4,8:04,17.5,6,6.5,9.4,2,missed,"Price, Ronnie",101179,2.8,0,0,brian roberts,203148
21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,1,1,0:02,,7,7.4,22.1,2,missed,"Scott, Mike",203118,3.8,0,0,brian roberts,203148
21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,2,2,7:31,3.2,0,0.7,23.4,3,missed,"Teague, Jeff",201952,5.1,0,0,brian roberts,203148
21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,3,4,11:02,14.2,13,9.9,2,2,missed,"Horford, Al",201143,2.3,0,0,brian roberts,203148
21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,4,4,10:38,14.2,5,6.5,17.8,2,missed,"Schroder, Dennis",203471,3.1,0,0,brian roberts,203148
21400057,"NOV 05, 2014 - CHA vs. MIA",H,W,7,1,3,0:04,1.7,0,0.6,25.1,3,missed,"Napier, Shabazz",203894,3.9,0,0,brian roberts,203148
21400057,"NOV 05, 2014 - CHA vs. MIA",H,W,7,2,4,8:37,5.2,0,0.7,25.4,3,missed,"Napier, Shabazz",203894,3.9,0,0,brian roberts,203148
21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9,1,2,9:07,11.3,14,12.3,5.7,2,made,"Anderson, Ryan",201583,2.7,1,2,brian roberts,203148
21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9,2,2,5:19,19.3,1,1.8,25,3,missed,"Holiday, Jrue",201950,6.4,0,0,brian roberts,203148
21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9,3,3,2:06,8.7,19,14.6,25.9,3,missed,"Fredette, Jimmer",202690,4.2,0,0,brian roberts,203148
21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9,4,4,8:39,8.5,5,5.6,21.4,2,missed,"Rivers, Austin",203085,4.4,0,0,brian roberts,203148
21400054,"NOV 04, 2014 - CHA @ NOP",A,L,-9,5,4,7:59,4.2,3,4.6,5.8,2,missed,"Asik, Omer",201600,4,0,0,brian roberts,203148
21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3,1,1,1:02,16.4,7,7.6,12.2,2,missed,"Prigioni, Pablo",203143,2.4,0,0,brian roberts,203148
21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3,2,2,10:14,14.2,1,1,19.7,2,missed,"Prigioni, Pablo",203143,3.1,0,0,brian roberts,203148
21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3,3,4,10:45,4.6,0,0.8,24.8,3,missed,"Prigioni, Pablo",203143,5,0,0,brian roberts,203148
21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3,4,4,8:16,14.4,0,0.7,18.6,2,made,"Prigioni, Pablo",203143,3.7,1,2,brian roberts,203148
21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2,1,2,10:21,9,0,0.8,25.4,3,missed,"Udrih, Beno",2757,4,0,0,brian roberts,203148
21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2,2,2,9:54,10.4,0,1,23.5,3,made,"Pondexter, Quincy",202347,7.5,1,3,brian roberts,203148
21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2,3,2,8:07,18,8,5.6,9.7,2,missed,"Udrih, Beno",2757,1.4,0,0,brian roberts,203148
21400028,"NOV 01, 2014 - CHA vs. MEM",H,L,-2,4,3,0:35,15.3,10,8.7,18.1,2,made,"Udrih, Beno",2757,3.9,1,2,brian roberts,203148
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,1,2,9:13,14.5,1,0.8,20.6,2,made,"Bayless, Jerryd",201573,4.4,1,2,brian roberts,203148
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,2,2,8:43,10.2,7,5.1,21.1,2,missed,"Bayless, Jerryd",201573,2.9,0,0,brian roberts,203148
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,3,2,4:17,4.6,0,0,22.8,3,missed,"Bayless, Jerryd",201573,6.6,0,0,brian roberts,203148
21400004,"OCT 29, 2014 - CHA vs. MIL",H,W,2,4,4,10:09,20.8,3,3,20.8,2,made,"Bayless, Jerryd",201573,3,1,2,brian roberts,203148
